judge_model,item_id,left_idx,right_idx,replicate_id,scored_option,dimension,score,model_id,model_label,condition
anthropic/claude-opus-4-8,4,4,9,0,option_1,general_instruction_following,7.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,4,4,9,0,option_1,general_organization_readability,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,4,4,9,0,option_1,general_practical_usefulness,6.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,4,4,9,0,option_1,general_tone_audience_fit,7.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,4,4,9,0,option_1,task_dimension_1,6.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,4,4,9,0,option_1,task_dimension_2,5.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,4,4,9,0,option_1,task_dimension_3,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,4,4,9,0,option_1,task_dimension_4,5.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,4,4,9,0,option_1,task_dimension_5,7.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,4,4,9,0,option_1,task_dimension_6,7.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,9,4,9,0,option_2,general_accuracy_specificity,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,4,9,0,option_2,general_instruction_following,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,4,9,0,option_2,general_organization_readability,7.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,4,9,0,option_2,general_practical_usefulness,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,4,9,0,option_2,general_tone_audience_fit,7.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,4,9,0,option_2,task_dimension_1,7.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,4,9,0,option_2,task_dimension_2,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,4,9,0,option_2,task_dimension_3,7.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,4,9,0,option_2,task_dimension_4,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,4,9,0,option_2,task_dimension_5,7.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,4,9,0,option_2,task_dimension_6,7.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,8,8,7,0,option_1,general_accuracy_specificity,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,8,7,0,option_1,general_instruction_following,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,8,7,0,option_1,general_organization_readability,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,8,7,0,option_1,general_practical_usefulness,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,8,7,0,option_1,general_tone_audience_fit,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,8,7,0,option_1,task_dimension_1,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,8,7,0,option_1,task_dimension_2,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,8,7,0,option_1,task_dimension_3,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,8,7,0,option_1,task_dimension_4,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,8,7,0,option_1,task_dimension_5,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,8,7,0,option_1,task_dimension_6,6.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,7,8,7,0,option_2,general_accuracy_specificity,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,8,7,0,option_2,general_instruction_following,9.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,8,7,0,option_2,general_organization_readability,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,8,7,0,option_2,general_practical_usefulness,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,8,7,0,option_2,general_tone_audience_fit,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,8,7,0,option_2,task_dimension_1,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,8,7,0,option_2,task_dimension_2,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,8,7,0,option_2,task_dimension_3,9.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,8,7,0,option_2,task_dimension_4,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,8,7,0,option_2,task_dimension_5,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,8,7,0,option_2,task_dimension_6,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,7,9,0,option_1,general_accuracy_specificity,7.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,7,9,0,option_1,general_instruction_following,7.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,7,9,0,option_1,general_organization_readability,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,7,9,0,option_1,general_practical_usefulness,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,7,9,0,option_1,general_tone_audience_fit,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,7,9,0,option_1,task_dimension_1,7.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,7,9,0,option_1,task_dimension_2,6.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,7,9,0,option_1,task_dimension_3,7.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,7,9,0,option_1,task_dimension_4,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,7,9,0,option_1,task_dimension_5,7.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,7,7,9,0,option_1,task_dimension_6,6.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,9,7,9,0,option_2,general_accuracy_specificity,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,7,9,0,option_2,general_instruction_following,9.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,7,9,0,option_2,general_organization_readability,7.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,7,9,0,option_2,general_practical_usefulness,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,7,9,0,option_2,general_tone_audience_fit,7.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,7,9,0,option_2,task_dimension_1,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,7,9,0,option_2,task_dimension_2,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,7,9,0,option_2,task_dimension_3,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,7,9,0,option_2,task_dimension_4,7.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,7,9,0,option_2,task_dimension_5,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,7,9,0,option_2,task_dimension_6,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,9,8,0,option_1,general_accuracy_specificity,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,9,8,0,option_1,general_instruction_following,9.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,9,8,0,option_1,general_organization_readability,7.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,9,8,0,option_1,general_practical_usefulness,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,9,8,0,option_1,general_tone_audience_fit,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,9,8,0,option_1,task_dimension_1,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,9,8,0,option_1,task_dimension_2,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,9,8,0,option_1,task_dimension_3,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,9,8,0,option_1,task_dimension_4,7.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,9,8,0,option_1,task_dimension_5,8.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,9,9,8,0,option_1,task_dimension_6,7.0,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini
anthropic/claude-opus-4-8,8,9,8,0,option_2,general_accuracy_specificity,6.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,9,8,0,option_2,general_instruction_following,6.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,9,8,0,option_2,general_organization_readability,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,9,8,0,option_2,general_practical_usefulness,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,9,8,0,option_2,general_tone_audience_fit,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,9,8,0,option_2,task_dimension_1,6.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,9,8,0,option_2,task_dimension_2,6.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,9,8,0,option_2,task_dimension_3,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,9,8,0,option_2,task_dimension_4,6.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,9,8,0,option_2,task_dimension_5,6.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,8,9,8,0,option_2,task_dimension_6,7.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
google/gemini-3.1-pro,1,1,0,0,option_1,general_accuracy_specificity,9.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
google/gemini-3.1-pro,1,1,0,0,option_1,general_instruction_following,10.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
google/gemini-3.1-pro,1,1,0,0,option_1,general_organization_readability,10.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
google/gemini-3.1-pro,1,1,0,0,option_1,general_practical_usefulness,10.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
google/gemini-3.1-pro,1,1,0,0,option_1,general_tone_audience_fit,10.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
google/gemini-3.1-pro,1,1,0,0,option_1,task_dimension_1,10.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
google/gemini-3.1-pro,1,1,0,0,option_1,task_dimension_2,10.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
google/gemini-3.1-pro,1,1,0,0,option_1,task_dimension_3,10.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
google/gemini-3.1-pro,1,1,0,0,option_1,task_dimension_4,10.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
google/gemini-3.1-pro,1,1,0,0,option_1,task_dimension_5,10.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
google/gemini-3.1-pro,1,1,0,0,option_1,task_dimension_6,10.0,gpt-4.1,GPT-4.1,automation_GPT-4.1
google/gemini-3.1-pro,0,1,0,0,option_2,general_accuracy_specificity,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,1,0,0,option_2,general_instruction_following,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,1,0,0,option_2,general_organization_readability,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,1,0,0,option_2,general_practical_usefulness,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,1,0,0,option_2,general_tone_audience_fit,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,1,0,0,option_2,task_dimension_1,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,1,0,0,option_2,task_dimension_2,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,1,0,0,option_2,task_dimension_3,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,1,0,0,option_2,task_dimension_4,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,1,0,0,option_2,task_dimension_5,8.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,1,0,0,option_2,task_dimension_6,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,2,2,0,0,option_1,general_accuracy_specificity,10.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
google/gemini-3.1-pro,2,2,0,0,option_1,general_instruction_following,10.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
google/gemini-3.1-pro,2,2,0,0,option_1,general_organization_readability,10.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
google/gemini-3.1-pro,2,2,0,0,option_1,general_practical_usefulness,10.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
google/gemini-3.1-pro,2,2,0,0,option_1,general_tone_audience_fit,10.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
google/gemini-3.1-pro,2,2,0,0,option_1,task_dimension_1,10.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
google/gemini-3.1-pro,2,2,0,0,option_1,task_dimension_2,10.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
google/gemini-3.1-pro,2,2,0,0,option_1,task_dimension_3,10.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
google/gemini-3.1-pro,2,2,0,0,option_1,task_dimension_4,10.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
google/gemini-3.1-pro,2,2,0,0,option_1,task_dimension_5,10.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
google/gemini-3.1-pro,2,2,0,0,option_1,task_dimension_6,10.0,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini
google/gemini-3.1-pro,0,2,0,0,option_2,general_accuracy_specificity,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,2,0,0,option_2,general_instruction_following,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,2,0,0,option_2,general_organization_readability,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,2,0,0,option_2,general_practical_usefulness,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,2,0,0,option_2,general_tone_audience_fit,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,2,0,0,option_2,task_dimension_1,10.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,2,0,0,option_2,task_dimension_2,8.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,2,0,0,option_2,task_dimension_3,10.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,2,0,0,option_2,task_dimension_4,10.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,2,0,0,option_2,task_dimension_5,2.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,2,0,0,option_2,task_dimension_6,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,3,0,option_1,general_accuracy_specificity,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,3,0,option_1,general_instruction_following,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,3,0,option_1,general_organization_readability,8.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,3,0,option_1,general_practical_usefulness,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,3,0,option_1,general_tone_audience_fit,8.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,3,0,option_1,task_dimension_1,9.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,3,0,option_1,task_dimension_2,8.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,3,0,option_1,task_dimension_3,2.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,3,0,option_1,task_dimension_4,9.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,3,0,option_1,task_dimension_5,8.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,3,0,option_1,task_dimension_6,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,3,0,3,0,option_2,general_accuracy_specificity,9.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,0,3,0,option_2,general_instruction_following,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,0,3,0,option_2,general_organization_readability,9.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,0,3,0,option_2,general_practical_usefulness,9.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,0,3,0,option_2,general_tone_audience_fit,9.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,0,3,0,option_2,task_dimension_1,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,0,3,0,option_2,task_dimension_2,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,0,3,0,option_2,task_dimension_3,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,0,3,0,option_2,task_dimension_4,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,0,3,0,option_2,task_dimension_5,10.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,3,0,3,0,option_2,task_dimension_6,9.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
google/gemini-3.1-pro,0,0,4,0,option_1,general_accuracy_specificity,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,4,0,option_1,general_instruction_following,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,4,0,option_1,general_organization_readability,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,4,0,option_1,general_practical_usefulness,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,4,0,option_1,general_tone_audience_fit,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,4,0,option_1,task_dimension_1,10.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,4,0,option_1,task_dimension_2,8.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,4,0,option_1,task_dimension_3,8.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,4,0,option_1,task_dimension_4,10.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,4,0,option_1,task_dimension_5,2.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,0,0,4,0,option_1,task_dimension_6,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
google/gemini-3.1-pro,4,0,4,0,option_2,general_accuracy_specificity,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,0,4,0,option_2,general_instruction_following,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,0,4,0,option_2,general_organization_readability,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,0,4,0,option_2,general_practical_usefulness,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,0,4,0,option_2,general_tone_audience_fit,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,0,4,0,option_2,task_dimension_1,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,0,4,0,option_2,task_dimension_2,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,0,4,0,option_2,task_dimension_3,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,0,4,0,option_2,task_dimension_4,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,0,4,0,option_2,task_dimension_5,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,4,0,4,0,option_2,task_dimension_6,10.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
google/gemini-3.1-pro,5,5,0,0,option_1,general_accuracy_specificity,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
google/gemini-3.1-pro,5,5,0,0,option_1,general_instruction_following,10.0,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6
