judge_model,item_id,left_idx,right_idx,replicate_id,scored_option,dimension,score,model_id,model_label,condition
anthropic/claude-opus-4-8,8,1,8,0,option_2,general_tone_audience_fit,8.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
anthropic/claude-opus-4-8,8,1,8,0,option_2,task_dimension_1,8.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
anthropic/claude-opus-4-8,8,1,8,0,option_2,task_dimension_2,8.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
anthropic/claude-opus-4-8,8,1,8,0,option_2,task_dimension_3,8.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
anthropic/claude-opus-4-8,8,1,8,0,option_2,task_dimension_4,8.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
anthropic/claude-opus-4-8,8,1,8,0,option_2,task_dimension_5,8.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
anthropic/claude-opus-4-8,8,1,8,0,option_2,task_dimension_6,4.0,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini
anthropic/claude-opus-4-8,1,1,15,0,option_1,general_accuracy_specificity,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,15,0,option_1,general_instruction_following,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,15,0,option_1,general_organization_readability,8.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,15,0,option_1,general_practical_usefulness,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,15,0,option_1,general_tone_audience_fit,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,15,0,option_1,task_dimension_1,3.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,15,0,option_1,task_dimension_2,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,15,0,option_1,task_dimension_3,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,15,0,option_1,task_dimension_4,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,15,0,option_1,task_dimension_5,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,15,0,option_1,task_dimension_6,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,15,1,15,0,option_2,general_accuracy_specificity,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,15,1,15,0,option_2,general_instruction_following,7.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,15,1,15,0,option_2,general_organization_readability,7.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,15,1,15,0,option_2,general_practical_usefulness,6.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,15,1,15,0,option_2,general_tone_audience_fit,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,15,1,15,0,option_2,task_dimension_1,9.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,15,1,15,0,option_2,task_dimension_2,6.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,15,1,15,0,option_2,task_dimension_3,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,15,1,15,0,option_2,task_dimension_4,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,15,1,15,0,option_2,task_dimension_5,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,15,1,15,0,option_2,task_dimension_6,4.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,1,1,16,0,option_1,general_accuracy_specificity,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,16,0,option_1,general_instruction_following,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,16,0,option_1,general_organization_readability,8.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,16,0,option_1,general_practical_usefulness,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,16,0,option_1,general_tone_audience_fit,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,16,0,option_1,task_dimension_1,3.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,16,0,option_1,task_dimension_2,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,16,0,option_1,task_dimension_3,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,16,0,option_1,task_dimension_4,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,16,0,option_1,task_dimension_5,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,16,0,option_1,task_dimension_6,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,16,1,16,0,option_2,general_accuracy_specificity,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,16,1,16,0,option_2,general_instruction_following,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,16,1,16,0,option_2,general_organization_readability,7.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,16,1,16,0,option_2,general_practical_usefulness,7.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,16,1,16,0,option_2,general_tone_audience_fit,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,16,1,16,0,option_2,task_dimension_1,9.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,16,1,16,0,option_2,task_dimension_2,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,16,1,16,0,option_2,task_dimension_3,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,16,1,16,0,option_2,task_dimension_4,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,16,1,16,0,option_2,task_dimension_5,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,16,1,16,0,option_2,task_dimension_6,6.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,17,17,1,0,option_1,general_accuracy_specificity,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,17,17,1,0,option_1,general_instruction_following,6.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,17,17,1,0,option_1,general_organization_readability,7.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,17,17,1,0,option_1,general_practical_usefulness,6.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,17,17,1,0,option_1,general_tone_audience_fit,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,17,17,1,0,option_1,task_dimension_1,9.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,17,17,1,0,option_1,task_dimension_2,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,17,17,1,0,option_1,task_dimension_3,8.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,17,17,1,0,option_1,task_dimension_4,9.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,17,17,1,0,option_1,task_dimension_5,4.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,17,17,1,0,option_1,task_dimension_6,4.0,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro
anthropic/claude-opus-4-8,1,17,1,0,option_2,general_accuracy_specificity,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,17,1,0,option_2,general_instruction_following,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,17,1,0,option_2,general_organization_readability,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,17,1,0,option_2,general_practical_usefulness,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,17,1,0,option_2,general_tone_audience_fit,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,17,1,0,option_2,task_dimension_1,2.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,17,1,0,option_2,task_dimension_2,3.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,17,1,0,option_2,task_dimension_3,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,17,1,0,option_2,task_dimension_4,2.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,17,1,0,option_2,task_dimension_5,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,17,1,0,option_2,task_dimension_6,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,18,0,option_1,general_accuracy_specificity,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,18,0,option_1,general_instruction_following,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,18,0,option_1,general_organization_readability,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,18,0,option_1,general_practical_usefulness,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,18,0,option_1,general_tone_audience_fit,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,18,0,option_1,task_dimension_1,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,18,0,option_1,task_dimension_2,3.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,18,0,option_1,task_dimension_3,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,18,0,option_1,task_dimension_4,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,18,0,option_1,task_dimension_5,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,18,0,option_1,task_dimension_6,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,18,1,18,0,option_2,general_accuracy_specificity,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,18,1,18,0,option_2,general_instruction_following,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,18,1,18,0,option_2,general_organization_readability,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,18,1,18,0,option_2,general_practical_usefulness,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,18,1,18,0,option_2,general_tone_audience_fit,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,18,1,18,0,option_2,task_dimension_1,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,18,1,18,0,option_2,task_dimension_2,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,18,1,18,0,option_2,task_dimension_3,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,18,1,18,0,option_2,task_dimension_4,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,18,1,18,0,option_2,task_dimension_5,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,18,1,18,0,option_2,task_dimension_6,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,19,19,1,0,option_1,general_accuracy_specificity,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,19,19,1,0,option_1,general_instruction_following,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,19,19,1,0,option_1,general_organization_readability,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,19,19,1,0,option_1,general_practical_usefulness,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,19,19,1,0,option_1,general_tone_audience_fit,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,19,19,1,0,option_1,task_dimension_1,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,19,19,1,0,option_1,task_dimension_2,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,19,19,1,0,option_1,task_dimension_3,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,19,19,1,0,option_1,task_dimension_4,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,19,19,1,0,option_1,task_dimension_5,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,19,19,1,0,option_1,task_dimension_6,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,1,19,1,0,option_2,general_accuracy_specificity,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,19,1,0,option_2,general_instruction_following,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,19,1,0,option_2,general_organization_readability,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,19,1,0,option_2,general_practical_usefulness,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,19,1,0,option_2,general_tone_audience_fit,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,19,1,0,option_2,task_dimension_1,3.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,19,1,0,option_2,task_dimension_2,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,19,1,0,option_2,task_dimension_3,7.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,19,1,0,option_2,task_dimension_4,3.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,19,1,0,option_2,task_dimension_5,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,19,1,0,option_2,task_dimension_6,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,20,0,option_1,general_accuracy_specificity,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,20,0,option_1,general_instruction_following,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,20,0,option_1,general_organization_readability,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,20,0,option_1,general_practical_usefulness,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,20,0,option_1,general_tone_audience_fit,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,20,0,option_1,task_dimension_1,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,20,0,option_1,task_dimension_2,3.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,20,0,option_1,task_dimension_3,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,20,0,option_1,task_dimension_4,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,20,0,option_1,task_dimension_5,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,1,20,0,option_1,task_dimension_6,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,20,1,20,0,option_2,general_accuracy_specificity,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,20,1,20,0,option_2,general_instruction_following,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,20,1,20,0,option_2,general_organization_readability,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,20,1,20,0,option_2,general_practical_usefulness,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,20,1,20,0,option_2,general_tone_audience_fit,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,20,1,20,0,option_2,task_dimension_1,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,20,1,20,0,option_2,task_dimension_2,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,20,1,20,0,option_2,task_dimension_3,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,20,1,20,0,option_2,task_dimension_4,9.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,20,1,20,0,option_2,task_dimension_5,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,20,1,20,0,option_2,task_dimension_6,8.0,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1
anthropic/claude-opus-4-8,21,21,1,0,option_1,general_accuracy_specificity,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,21,21,1,0,option_1,general_instruction_following,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,21,21,1,0,option_1,general_organization_readability,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,21,21,1,0,option_1,general_practical_usefulness,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,21,21,1,0,option_1,general_tone_audience_fit,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,21,21,1,0,option_1,task_dimension_1,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,21,21,1,0,option_1,task_dimension_2,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,21,21,1,0,option_1,task_dimension_3,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,21,21,1,0,option_1,task_dimension_4,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,21,21,1,0,option_1,task_dimension_5,7.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,21,21,1,0,option_1,task_dimension_6,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,1,21,1,0,option_2,general_accuracy_specificity,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,21,1,0,option_2,general_instruction_following,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,21,1,0,option_2,general_organization_readability,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,21,1,0,option_2,general_practical_usefulness,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,21,1,0,option_2,general_tone_audience_fit,5.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,21,1,0,option_2,task_dimension_1,3.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,21,1,0,option_2,task_dimension_2,6.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,21,1,0,option_2,task_dimension_3,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,21,1,0,option_2,task_dimension_4,3.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,21,1,0,option_2,task_dimension_5,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,1,21,1,0,option_2,task_dimension_6,4.0,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo
anthropic/claude-opus-4-8,22,22,1,0,option_1,general_accuracy_specificity,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,22,22,1,0,option_1,general_instruction_following,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,22,22,1,0,option_1,general_organization_readability,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,22,22,1,0,option_1,general_practical_usefulness,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,22,22,1,0,option_1,general_tone_audience_fit,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,22,22,1,0,option_1,task_dimension_1,9.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,22,22,1,0,option_1,task_dimension_2,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,22,22,1,0,option_1,task_dimension_3,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,22,22,1,0,option_1,task_dimension_4,8.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
anthropic/claude-opus-4-8,22,22,1,0,option_1,task_dimension_5,7.0,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B
