judge_model,model_id,model_label,condition,avg_rank,avg_win_rate,total_wins,total_games,task_slug,task_title,mode,score,rank_value,source
deepseek-ai/DeepSeek-V3.1,gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,5.666666666666667,0.717948717948718,18.666666666666668,26.0,meal_plan,Menu planning (GDPval-style),augmentation,0.717948717948718,5.666666666666667,panel_judge
deepseek-ai/DeepSeek-V3.1,openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,8.833333333333334,0.6282051282051282,16.333333333333332,26.0,meal_plan,Menu planning (GDPval-style),augmentation,0.6282051282051282,8.833333333333334,panel_judge
deepseek-ai/DeepSeek-V3.1,gpt-4.1,GPT-4.1,scaffold_GPT-4.1,11.0,0.564102564102564,14.666666666666666,26.0,meal_plan,Menu planning (GDPval-style),augmentation,0.564102564102564,11.0,panel_judge
deepseek-ai/DeepSeek-V3.1,o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,12.0,0.5512820512820513,14.333333333333334,26.0,meal_plan,Menu planning (GDPval-style),augmentation,0.5512820512820513,12.0,panel_judge
deepseek-ai/DeepSeek-V3.1,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,17.166666666666668,0.4230769230769231,11.0,26.0,meal_plan,Menu planning (GDPval-style),augmentation,0.4230769230769231,17.166666666666668,panel_judge
deepseek-ai/DeepSeek-V3.1,o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,19.166666666666668,0.3846153846153846,10.0,26.0,meal_plan,Menu planning (GDPval-style),augmentation,0.3846153846153846,19.166666666666668,panel_judge
deepseek-ai/DeepSeek-V3.1,plain,plain,plain,22.666666666666668,0.2820512820512821,7.333333333333333,26.0,meal_plan,Menu planning (GDPval-style),augmentation,0.2820512820512821,22.666666666666668,panel_judge
deepseek-ai/DeepSeek-V3.1,google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,24.833333333333332,0.2051282051282051,5.333333333333333,26.0,meal_plan,Menu planning (GDPval-style),augmentation,0.2051282051282051,24.833333333333332,panel_judge
deepseek-ai/DeepSeek-V3.1,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,,,0.0,0.0,meal_plan,Menu planning (GDPval-style),augmentation,,,panel_judge
gpt-4.1,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,3.0,0.5952380952380952,8.333333333333334,14.0,meal_plan,Menu planning (GDPval-style),augmentation,0.5952380952380952,3.0,panel_judge
gpt-4.1,plain,plain,plain,5.833333333333333,0.5476190476190476,7.666666666666667,14.0,meal_plan,Menu planning (GDPval-style),augmentation,0.5476190476190476,5.833333333333333,panel_judge
gpt-4.1,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,9.166666666666666,0.4761904761904762,6.666666666666667,14.0,meal_plan,Menu planning (GDPval-style),augmentation,0.4761904761904762,9.166666666666666,panel_judge
gpt-4.1,anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,10.666666666666666,0.4761904761904762,6.666666666666667,14.0,meal_plan,Menu planning (GDPval-style),augmentation,0.4761904761904762,10.666666666666666,panel_judge
gpt-4.1,google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,11.333333333333334,0.4047619047619047,5.666666666666667,14.0,meal_plan,Menu planning (GDPval-style),augmentation,0.4047619047619047,11.333333333333334,panel_judge
gpt-4.1,gpt-4.1,GPT-4.1,scaffold_GPT-4.1,,,0.0,0.0,meal_plan,Menu planning (GDPval-style),augmentation,,,panel_judge
gpt-4.1,gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,,,0.0,0.0,meal_plan,Menu planning (GDPval-style),augmentation,,,panel_judge
gpt-4.1,o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,,,0.0,0.0,meal_plan,Menu planning (GDPval-style),augmentation,,,panel_judge
gpt-4.1,o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,,,0.0,0.0,meal_plan,Menu planning (GDPval-style),augmentation,,,panel_judge
gpt-4.1,openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,,,0.0,0.0,meal_plan,Menu planning (GDPval-style),augmentation,,,panel_judge
anthropic/claude-opus-4-8,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,2.0,0.9420289855072465,21.666666666666668,23.0,meal_plan,Menu planning (GDPval-style),automation,0.9420289855072465,2.0,panel_judge
anthropic/claude-opus-4-8,gpt-4.1,GPT-4.1,automation_GPT-4.1,5.833333333333333,0.7826086956521738,18.0,23.0,meal_plan,Menu planning (GDPval-style),automation,0.7826086956521738,5.833333333333333,panel_judge
anthropic/claude-opus-4-8,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,7.166666666666667,0.753623188405797,17.333333333333332,23.0,meal_plan,Menu planning (GDPval-style),automation,0.753623188405797,7.166666666666667,panel_judge
anthropic/claude-opus-4-8,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,11.0,0.5652173913043478,13.0,23.0,meal_plan,Menu planning (GDPval-style),automation,0.5652173913043478,11.0,panel_judge
anthropic/claude-opus-4-8,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,14.666666666666666,0.3913043478260869,9.0,23.0,meal_plan,Menu planning (GDPval-style),automation,0.3913043478260869,14.666666666666666,panel_judge
anthropic/claude-opus-4-8,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,16.666666666666668,0.3188405797101449,7.333333333333333,23.0,meal_plan,Menu planning (GDPval-style),automation,0.3188405797101449,16.666666666666668,panel_judge
anthropic/claude-opus-4-8,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,19.666666666666668,0.2028985507246377,4.666666666666667,23.0,meal_plan,Menu planning (GDPval-style),automation,0.2028985507246377,19.666666666666668,panel_judge
anthropic/claude-opus-4-8,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,23.0,0.0434782608695652,1.0,23.0,meal_plan,Menu planning (GDPval-style),automation,0.0434782608695652,23.0,panel_judge
anthropic/claude-opus-4-8,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,,,0.0,0.0,meal_plan,Menu planning (GDPval-style),automation,,,panel_judge
anthropic/claude-opus-4-8,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,,,0.0,0.0,meal_plan,Menu planning (GDPval-style),automation,,,panel_judge
deepseek-ai/DeepSeek-V3.1,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,3.1666666666666665,0.8205128205128206,21.333333333333332,26.0,meal_plan,Menu planning (GDPval-style),automation,0.8205128205128206,3.1666666666666665,panel_judge
deepseek-ai/DeepSeek-V3.1,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,5.666666666666667,0.7435897435897436,19.333333333333332,26.0,meal_plan,Menu planning (GDPval-style),automation,0.7435897435897436,5.666666666666667,panel_judge
deepseek-ai/DeepSeek-V3.1,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,7.666666666666667,0.717948717948718,18.666666666666668,26.0,meal_plan,Menu planning (GDPval-style),automation,0.717948717948718,7.666666666666667,panel_judge
deepseek-ai/DeepSeek-V3.1,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,9.666666666666666,0.6666666666666666,17.333333333333332,26.0,meal_plan,Menu planning (GDPval-style),automation,0.6666666666666666,9.666666666666666,panel_judge
deepseek-ai/DeepSeek-V3.1,gpt-4.1,GPT-4.1,automation_GPT-4.1,13.833333333333334,0.5512820512820512,14.333333333333334,26.0,meal_plan,Menu planning (GDPval-style),automation,0.5512820512820512,13.833333333333334,panel_judge
deepseek-ai/DeepSeek-V3.1,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,18.666666666666668,0.3461538461538462,9.0,26.0,meal_plan,Menu planning (GDPval-style),automation,0.3461538461538462,18.666666666666668,panel_judge
deepseek-ai/DeepSeek-V3.1,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,20.5,0.282051282051282,7.333333333333333,26.0,meal_plan,Menu planning (GDPval-style),automation,0.282051282051282,20.5,panel_judge
deepseek-ai/DeepSeek-V3.1,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,20.833333333333332,0.2948717948717949,7.666666666666667,26.0,meal_plan,Menu planning (GDPval-style),automation,0.2948717948717949,20.833333333333332,panel_judge
deepseek-ai/DeepSeek-V3.1,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,26.0,0.0769230769230769,2.0,26.0,meal_plan,Menu planning (GDPval-style),automation,0.0769230769230769,26.0,panel_judge
deepseek-ai/DeepSeek-V3.1,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,,,0.0,0.0,meal_plan,Menu planning (GDPval-style),automation,,,panel_judge
gpt-4.1,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,4.666666666666667,0.6060606060606061,6.666666666666667,11.0,meal_plan,Menu planning (GDPval-style),automation,0.6060606060606061,4.666666666666667,panel_judge
gpt-4.1,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,6.5,0.5151515151515151,5.666666666666667,11.0,meal_plan,Menu planning (GDPval-style),automation,0.5151515151515151,6.5,panel_judge
gpt-4.1,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,6.5,0.4545454545454545,5.0,11.0,meal_plan,Menu planning (GDPval-style),automation,0.4545454545454545,6.5,panel_judge
gpt-4.1,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,8.333333333333334,0.4242424242424242,4.666666666666667,11.0,meal_plan,Menu planning (GDPval-style),automation,0.4242424242424242,8.333333333333334,panel_judge
gpt-4.1,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,,,0.0,0.0,meal_plan,Menu planning (GDPval-style),automation,,,panel_judge
gpt-4.1,gpt-4.1,GPT-4.1,automation_GPT-4.1,,,0.0,0.0,meal_plan,Menu planning (GDPval-style),automation,,,panel_judge
gpt-4.1,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,,,0.0,0.0,meal_plan,Menu planning (GDPval-style),automation,,,panel_judge
gpt-4.1,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,,,0.0,0.0,meal_plan,Menu planning (GDPval-style),automation,,,panel_judge
gpt-4.1,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,,,0.0,0.0,meal_plan,Menu planning (GDPval-style),automation,,,panel_judge
gpt-4.1,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,,,0.0,0.0,meal_plan,Menu planning (GDPval-style),automation,,,panel_judge
anthropic/claude-opus-4-8,gpt-4.1,GPT-4.1,scaffold_GPT-4.1,1.0,1.0,7.0,7.0,operations_research,Operations research analyst memo,augmentation,1.0,1.0,panel_judge
anthropic/claude-opus-4-8,google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,2.0,0.8571428571428571,6.0,7.0,operations_research,Operations research analyst memo,augmentation,0.8571428571428571,2.0,panel_judge
anthropic/claude-opus-4-8,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,3.0,0.7142857142857143,5.0,7.0,operations_research,Operations research analyst memo,augmentation,0.7142857142857143,3.0,panel_judge
anthropic/claude-opus-4-8,gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,4.0,0.5714285714285714,4.0,7.0,operations_research,Operations research analyst memo,augmentation,0.5714285714285714,4.0,panel_judge
anthropic/claude-opus-4-8,openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,5.0,0.4285714285714285,3.0,7.0,operations_research,Operations research analyst memo,augmentation,0.4285714285714285,5.0,panel_judge
anthropic/claude-opus-4-8,o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,6.0,0.2857142857142857,2.0,7.0,operations_research,Operations research analyst memo,augmentation,0.2857142857142857,6.0,panel_judge
anthropic/claude-opus-4-8,o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,7.0,0.1428571428571428,1.0,7.0,operations_research,Operations research analyst memo,augmentation,0.1428571428571428,7.0,panel_judge
anthropic/claude-opus-4-8,plain,plain,plain,8.0,0.0,0.0,7.0,operations_research,Operations research analyst memo,augmentation,0.0,8.0,panel_judge
anthropic/claude-opus-4-8,anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,,,0.0,0.0,operations_research,Operations research analyst memo,augmentation,,,panel_judge
anthropic/claude-opus-4-8,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,,,0.0,0.0,operations_research,Operations research analyst memo,augmentation,,,panel_judge
deepseek-ai/DeepSeek-V3.1,openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,1.0,1.0,8.0,8.0,operations_research,Operations research analyst memo,augmentation,1.0,1.0,panel_judge
deepseek-ai/DeepSeek-V3.1,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,2.5,0.625,5.0,8.0,operations_research,Operations research analyst memo,augmentation,0.625,2.5,panel_judge
deepseek-ai/DeepSeek-V3.1,gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,2.5,0.625,5.0,8.0,operations_research,Operations research analyst memo,augmentation,0.625,2.5,panel_judge
deepseek-ai/DeepSeek-V3.1,anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,5.0,0.5,4.0,8.0,operations_research,Operations research analyst memo,augmentation,0.5,5.0,panel_judge
deepseek-ai/DeepSeek-V3.1,gpt-4.1,GPT-4.1,scaffold_GPT-4.1,5.0,0.5,4.0,8.0,operations_research,Operations research analyst memo,augmentation,0.5,5.0,panel_judge
deepseek-ai/DeepSeek-V3.1,o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,5.0,0.5,4.0,8.0,operations_research,Operations research analyst memo,augmentation,0.5,5.0,panel_judge
deepseek-ai/DeepSeek-V3.1,google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,7.5,0.375,3.0,8.0,operations_research,Operations research analyst memo,augmentation,0.375,7.5,panel_judge
deepseek-ai/DeepSeek-V3.1,o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,7.5,0.375,3.0,8.0,operations_research,Operations research analyst memo,augmentation,0.375,7.5,panel_judge
deepseek-ai/DeepSeek-V3.1,plain,plain,plain,9.0,0.0,0.0,8.0,operations_research,Operations research analyst memo,augmentation,0.0,9.0,panel_judge
deepseek-ai/DeepSeek-V3.1,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,,,0.0,0.0,operations_research,Operations research analyst memo,augmentation,,,panel_judge
gpt-4.1,anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,3.0,0.5,2.0,4.0,operations_research,Operations research analyst memo,augmentation,0.5,3.0,panel_judge
gpt-4.1,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,3.0,0.5,2.0,4.0,operations_research,Operations research analyst memo,augmentation,0.5,3.0,panel_judge
gpt-4.1,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,3.0,0.5,2.0,4.0,operations_research,Operations research analyst memo,augmentation,0.5,3.0,panel_judge
gpt-4.1,google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,3.0,0.5,2.0,4.0,operations_research,Operations research analyst memo,augmentation,0.5,3.0,panel_judge
gpt-4.1,plain,plain,plain,3.0,0.5,2.0,4.0,operations_research,Operations research analyst memo,augmentation,0.5,3.0,panel_judge
gpt-4.1,gpt-4.1,GPT-4.1,scaffold_GPT-4.1,,,0.0,0.0,operations_research,Operations research analyst memo,augmentation,,,panel_judge
gpt-4.1,gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,,,0.0,0.0,operations_research,Operations research analyst memo,augmentation,,,panel_judge
gpt-4.1,o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,,,0.0,0.0,operations_research,Operations research analyst memo,augmentation,,,panel_judge
gpt-4.1,o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,,,0.0,0.0,operations_research,Operations research analyst memo,augmentation,,,panel_judge
gpt-4.1,openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,,,0.0,0.0,operations_research,Operations research analyst memo,augmentation,,,panel_judge
anthropic/claude-opus-4-8,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,1.0,1.0,7.0,7.0,operations_research,Operations research analyst memo,automation,1.0,1.0,panel_judge
anthropic/claude-opus-4-8,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,2.0,0.8571428571428571,6.0,7.0,operations_research,Operations research analyst memo,automation,0.8571428571428571,2.0,panel_judge
anthropic/claude-opus-4-8,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,3.0,0.7142857142857143,5.0,7.0,operations_research,Operations research analyst memo,automation,0.7142857142857143,3.0,panel_judge
anthropic/claude-opus-4-8,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,4.0,0.5714285714285714,4.0,7.0,operations_research,Operations research analyst memo,automation,0.5714285714285714,4.0,panel_judge
anthropic/claude-opus-4-8,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,5.0,0.4285714285714285,3.0,7.0,operations_research,Operations research analyst memo,automation,0.4285714285714285,5.0,panel_judge
anthropic/claude-opus-4-8,gpt-4.1,GPT-4.1,automation_GPT-4.1,6.0,0.2857142857142857,2.0,7.0,operations_research,Operations research analyst memo,automation,0.2857142857142857,6.0,panel_judge
anthropic/claude-opus-4-8,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.0,0.1428571428571428,1.0,7.0,operations_research,Operations research analyst memo,automation,0.1428571428571428,7.0,panel_judge
anthropic/claude-opus-4-8,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.0,0.0,0.0,7.0,operations_research,Operations research analyst memo,automation,0.0,8.0,panel_judge
anthropic/claude-opus-4-8,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,,,0.0,0.0,operations_research,Operations research analyst memo,automation,,,panel_judge
anthropic/claude-opus-4-8,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,,,0.0,0.0,operations_research,Operations research analyst memo,automation,,,panel_judge
deepseek-ai/DeepSeek-V3.1,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,1.0,1.0,8.0,8.0,operations_research,Operations research analyst memo,automation,1.0,1.0,panel_judge
deepseek-ai/DeepSeek-V3.1,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,2.0,0.875,7.0,8.0,operations_research,Operations research analyst memo,automation,0.875,2.0,panel_judge
deepseek-ai/DeepSeek-V3.1,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,3.0,0.625,5.0,8.0,operations_research,Operations research analyst memo,automation,0.625,3.0,panel_judge
deepseek-ai/DeepSeek-V3.1,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,4.0,0.5,4.0,8.0,operations_research,Operations research analyst memo,automation,0.5,4.0,panel_judge
deepseek-ai/DeepSeek-V3.1,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,6.5,0.375,3.0,8.0,operations_research,Operations research analyst memo,automation,0.375,6.5,panel_judge
deepseek-ai/DeepSeek-V3.1,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,6.5,0.375,3.0,8.0,operations_research,Operations research analyst memo,automation,0.375,6.5,panel_judge
deepseek-ai/DeepSeek-V3.1,gpt-4.1,GPT-4.1,automation_GPT-4.1,6.5,0.375,3.0,8.0,operations_research,Operations research analyst memo,automation,0.375,6.5,panel_judge
deepseek-ai/DeepSeek-V3.1,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,6.5,0.375,3.0,8.0,operations_research,Operations research analyst memo,automation,0.375,6.5,panel_judge
deepseek-ai/DeepSeek-V3.1,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,9.0,0.0,0.0,8.0,operations_research,Operations research analyst memo,automation,0.0,9.0,panel_judge
deepseek-ai/DeepSeek-V3.1,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,,,0.0,0.0,operations_research,Operations research analyst memo,automation,,,panel_judge
gpt-4.1,anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,1.5,0.6666666666666666,2.0,3.0,operations_research,Operations research analyst memo,automation,0.6666666666666666,1.5,panel_judge
gpt-4.1,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,1.5,0.6666666666666666,2.0,3.0,operations_research,Operations research analyst memo,automation,0.6666666666666666,1.5,panel_judge
gpt-4.1,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,3.5,0.3333333333333333,1.0,3.0,operations_research,Operations research analyst memo,automation,0.3333333333333333,3.5,panel_judge
gpt-4.1,google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,3.5,0.3333333333333333,1.0,3.0,operations_research,Operations research analyst memo,automation,0.3333333333333333,3.5,panel_judge
gpt-4.1,gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,,,0.0,0.0,operations_research,Operations research analyst memo,automation,,,panel_judge
gpt-4.1,gpt-4.1,GPT-4.1,automation_GPT-4.1,,,0.0,0.0,operations_research,Operations research analyst memo,automation,,,panel_judge
gpt-4.1,gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,,,0.0,0.0,operations_research,Operations research analyst memo,automation,,,panel_judge
gpt-4.1,o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,,,0.0,0.0,operations_research,Operations research analyst memo,automation,,,panel_judge
gpt-4.1,o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,,,0.0,0.0,operations_research,Operations research analyst memo,automation,,,panel_judge
gpt-4.1,openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,,,0.0,0.0,operations_research,Operations research analyst memo,automation,,,panel_judge
anthropic/claude-opus-4-8,o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,1.0,0.8571428571428571,6.0,7.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.8571428571428571,1.0,panel_judge
anthropic/claude-opus-4-8,gpt-4.1,GPT-4.1,scaffold_GPT-4.1,2.5,0.7142857142857143,5.0,7.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.7142857142857143,2.5,panel_judge
anthropic/claude-opus-4-8,gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,2.5,0.7142857142857143,5.0,7.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.7142857142857143,2.5,panel_judge
anthropic/claude-opus-4-8,o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,4.0,0.5714285714285714,4.0,7.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.5714285714285714,4.0,panel_judge
anthropic/claude-opus-4-8,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,5.5,0.4285714285714285,3.0,7.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.4285714285714285,5.5,panel_judge
anthropic/claude-opus-4-8,plain,plain,plain,5.5,0.4285714285714285,3.0,7.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.4285714285714285,5.5,panel_judge
anthropic/claude-opus-4-8,openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,7.0,0.2857142857142857,2.0,7.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.2857142857142857,7.0,panel_judge
anthropic/claude-opus-4-8,google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,8.0,0.0,0.0,7.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.0,8.0,panel_judge
anthropic/claude-opus-4-8,anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,,,0.0,0.0,tax_prep,Tax preparation discrepancy spotting,augmentation,,,panel_judge
anthropic/claude-opus-4-8,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,,,0.0,0.0,tax_prep,Tax preparation discrepancy spotting,augmentation,,,panel_judge
deepseek-ai/DeepSeek-V3.1,anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,2.0,0.75,6.0,8.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.75,2.0,panel_judge
deepseek-ai/DeepSeek-V3.1,gpt-4.1,GPT-4.1,scaffold_GPT-4.1,2.0,0.75,6.0,8.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.75,2.0,panel_judge
deepseek-ai/DeepSeek-V3.1,openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,2.0,0.75,6.0,8.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.75,2.0,panel_judge
deepseek-ai/DeepSeek-V3.1,o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,4.0,0.625,5.0,8.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.625,4.0,panel_judge
deepseek-ai/DeepSeek-V3.1,plain,plain,plain,5.0,0.5,4.0,8.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.5,5.0,panel_judge
deepseek-ai/DeepSeek-V3.1,gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,6.5,0.375,3.0,8.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.375,6.5,panel_judge
deepseek-ai/DeepSeek-V3.1,o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,6.5,0.375,3.0,8.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.375,6.5,panel_judge
deepseek-ai/DeepSeek-V3.1,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,8.0,0.25,2.0,8.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.25,8.0,panel_judge
deepseek-ai/DeepSeek-V3.1,google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,9.0,0.125,1.0,8.0,tax_prep,Tax preparation discrepancy spotting,augmentation,0.125,9.0,panel_judge
