model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank,task_slug,task_title,mode,score,rank_value,source,judge_model
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,3.6666666666666665,2.362907813126304,0.7083333333333334,0.2602082499332666,4,2.0,travel_planning,Travel agent itinerary,automation,0.7083333333333334,2.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.5,0.8660254037844386,0.6805555555555555,0.0636468846521644,4,3.0,travel_planning,Travel agent itinerary,automation,0.6805555555555555,3.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,3.3333333333333335,1.6072751268321592,0.621031746031746,0.0477428945060157,4,4.0,travel_planning,Travel agent itinerary,automation,0.621031746031746,4.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2.6666666666666665,1.0408329997330663,0.611111111111111,0.271100295776988,4,5.0,travel_planning,Travel agent itinerary,automation,0.611111111111111,5.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,4.0,1.3228756555322954,0.5158730158730159,0.190971578024063,4,6.0,travel_planning,Travel agent itinerary,automation,0.5158730158730159,6.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,5.0,3.605551275463989,0.4702380952380952,0.4657714323688008,4,7.0,travel_planning,Travel agent itinerary,automation,0.4702380952380952,7.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.333333333333333,1.5275252316519463,0.3511904761904762,0.0916357399901229,4,8.0,travel_planning,Travel agent itinerary,automation,0.3511904761904762,8.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.0,0.0,0.2559523809523809,0.1161858410472805,4,9.0,travel_planning,Travel agent itinerary,automation,0.2559523809523809,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0,travel_planning,Travel agent itinerary,automation,0.0,10.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,1.0,0.0,0.9583333333333334,0.0721687836487032,4,1.0,tutoring,Tutoring session planning,augmentation,0.9583333333333334,1.0,panel_aggregate,aggregate
plain,plain,plain,2.375,1.25,0.7142857142857143,0.1515228816828316,4,2.0,tutoring,Tutoring session planning,augmentation,0.7142857142857143,2.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,3.3333333333333335,1.5275252316519463,0.6547619047619048,0.135212103471435,4,3.0,tutoring,Tutoring session planning,augmentation,0.6547619047619048,3.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,4.166666666666667,2.466441431158124,0.5416666666666666,0.1909406539564933,4,4.0,tutoring,Tutoring session planning,augmentation,0.5416666666666666,4.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,4.666666666666667,2.081665999466133,0.5,0.125,4,5.0,tutoring,Tutoring session planning,augmentation,0.5,5.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,4.666666666666667,2.081665999466133,0.4821428571428571,0.0994243636219646,4,6.0,tutoring,Tutoring session planning,augmentation,0.4821428571428571,6.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,5.333333333333333,0.5773502691896257,0.3511904761904762,0.0916357399901229,4,7.0,tutoring,Tutoring session planning,augmentation,0.3511904761904762,7.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,6.5,2.29128784747792,0.2559523809523809,0.2115399481418674,4,8.0,tutoring,Tutoring session planning,augmentation,0.2559523809523809,8.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,6.333333333333333,2.081665999466133,0.25,0.25,4,9.0,tutoring,Tutoring session planning,augmentation,0.25,9.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,7.833333333333333,1.6072751268321592,0.2202380952380952,0.0843895647545108,4,10.0,tutoring,Tutoring session planning,augmentation,0.2202380952380952,10.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,1.6666666666666667,1.1547005383792517,0.9166666666666666,0.1443375672974064,4,1.0,tutoring,Tutoring session planning,automation,0.9166666666666666,1.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.1666666666666665,1.1547005383792517,0.7222222222222222,0.1339395939026799,4,2.0,tutoring,Tutoring session planning,automation,0.7222222222222222,2.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,2.8333333333333335,1.5275252316519468,0.6686507936507936,0.0446759136872925,4,3.0,tutoring,Tutoring session planning,automation,0.6686507936507936,3.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,4.0,1.8027756377319943,0.6011904761904762,0.1620316379620976,4,4.0,tutoring,Tutoring session planning,automation,0.6011904761904762,4.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,4.5,1.8027756377319943,0.5297619047619048,0.1715897060166616,4,5.0,tutoring,Tutoring session planning,automation,0.5297619047619048,5.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,4.333333333333333,3.3291640592396967,0.4861111111111111,0.3393553256352949,4,6.0,tutoring,Tutoring session planning,automation,0.4861111111111111,6.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,4.666666666666667,1.6072751268321592,0.4265873015873015,0.1271545235715247,4,7.0,tutoring,Tutoring session planning,automation,0.4265873015873015,7.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.333333333333333,0.7637626158259734,0.3511904761904762,0.0916357399901229,4,8.0,tutoring,Tutoring session planning,automation,0.3511904761904762,8.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,6.166666666666667,2.362907813126304,0.2976190476190476,0.2836607751772346,4,9.0,tutoring,Tutoring session planning,automation,0.2976190476190476,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0,tutoring,Tutoring session planning,automation,0.0,10.0,panel_aggregate,aggregate
