run_id,task,mode,judge_model,judge_label,pairwise_rows,parsed_rows,parse_pass_rate,batch_ok,included_in_aggregate
20260629_public_rep8,meal_plan,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep8,meal_plan,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep8,meal_plan,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep8,operations_research,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep8,operations_research,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep8,operations_research,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,35,0.9722,True,True
20260629_public_rep8,operations_research,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep8,operations_research,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep8,operations_research,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep8,operations_research,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,33,0.9167,True,True
20260629_public_rep8,operations_research,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep8,tax_prep,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep8,tax_prep,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,26,0.9286,True,True
20260629_public_rep8,tax_prep,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep8,tax_prep,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep8,tax_prep,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep8,tax_prep,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep8,tax_prep,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep8,tax_prep,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep8,travel_planning,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep8,travel_planning,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep8,travel_planning,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,34,0.9444,True,True
20260629_public_rep8,travel_planning,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep8,travel_planning,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep8,travel_planning,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep8,travel_planning,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,35,0.9722,True,True
20260629_public_rep8,travel_planning,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,35,0.9722,True,True
20260629_public_rep8,tutoring,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep8,tutoring,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep8,tutoring,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep8,tutoring,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep8,tutoring,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep8,tutoring,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep8,tutoring,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,35,0.9722,True,True
20260629_public_rep8,tutoring,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,35,0.9722,True,True
20260629_public_rep9,counselling,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep9,counselling,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep9,counselling,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep9,counselling,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep9,counselling,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep9,counselling,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep9,counselling,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,35,0.9722,True,True
20260629_public_rep9,counselling,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,35,0.9722,True,True
20260629_public_rep9,market_trends,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep9,market_trends,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep9,market_trends,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep9,market_trends,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep9,market_trends,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep9,market_trends,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep9,market_trends,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,34,0.9444,True,True
20260629_public_rep9,market_trends,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep9,meal_plan,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep9,meal_plan,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep9,meal_plan,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep9,meal_plan,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,33,0.9167,True,True
20260629_public_rep9,meal_plan,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep9,meal_plan,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep9,meal_plan,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep9,meal_plan,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep9,operations_research,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep9,operations_research,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep9,operations_research,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,33,0.9167,True,True
20260629_public_rep9,operations_research,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep9,operations_research,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep9,operations_research,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep9,operations_research,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep9,operations_research,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep9,tax_prep,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep9,tax_prep,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep9,tax_prep,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep9,tax_prep,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep9,tax_prep,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep9,tax_prep,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep9,tax_prep,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep9,tax_prep,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep9,travel_planning,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep9,travel_planning,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep9,travel_planning,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep9,travel_planning,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep9,travel_planning,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep9,travel_planning,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep9,travel_planning,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,34,0.9444,True,True
20260629_public_rep9,travel_planning,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep9,tutoring,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep9,tutoring,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep9,tutoring,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep9,tutoring,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep9,tutoring,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep9,tutoring,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep9,tutoring,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,35,0.9722,True,True
20260629_public_rep9,tutoring,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep10,counselling,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep10,counselling,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep10,counselling,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep10,counselling,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep10,counselling,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep10,counselling,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep10,counselling,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,35,0.9722,True,True
20260629_public_rep10,counselling,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep10,market_trends,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep10,market_trends,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep10,market_trends,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep10,market_trends,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep10,market_trends,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep10,market_trends,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep10,market_trends,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,34,0.9444,True,True
20260629_public_rep10,market_trends,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep10,meal_plan,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep10,meal_plan,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep10,meal_plan,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep10,meal_plan,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep10,meal_plan,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep10,meal_plan,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep10,meal_plan,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep10,meal_plan,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep10,operations_research,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep10,operations_research,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep10,operations_research,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep10,operations_research,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep10,operations_research,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep10,operations_research,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep10,operations_research,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep10,operations_research,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep10,tax_prep,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep10,tax_prep,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep10,tax_prep,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep10,tax_prep,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep10,tax_prep,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep10,tax_prep,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep10,tax_prep,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep10,tax_prep,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,34,0.9444,True,True
20260629_public_rep10,travel_planning,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep10,travel_planning,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep10,travel_planning,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep10,travel_planning,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep10,travel_planning,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep10,travel_planning,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep10,travel_planning,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,34,0.9444,True,True
20260629_public_rep10,travel_planning,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep10,tutoring,augmentation,gpt-4.1,GPT-4.1,10,10,1.0,True,True
20260629_public_rep10,tutoring,augmentation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep10,tutoring,augmentation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,36,1.0,True,True
20260629_public_rep10,tutoring,augmentation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
20260629_public_rep10,tutoring,automation,gpt-4.1,GPT-4.1,6,6,1.0,True,True
20260629_public_rep10,tutoring,automation,anthropic/claude-opus-4-8,Claude-Opus-4.8,28,28,1.0,True,True
20260629_public_rep10,tutoring,automation,google/gemini-3.1-pro,Gemini-3.1-Pro,36,34,0.9444,True,True
20260629_public_rep10,tutoring,automation,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,36,36,1.0,True,True
